=>Info |   | [2108-09-20_17:41:48] ----------------------------------------------------------------------------------------------------------
=>Info |   | [2108-09-20_17:41:48]                                     C++ TCP Server                                                        
=>Info |   | [2108-09-20_17:41:48]                                                                            Designed by Org.illidan        
=>Info |   | [2108-09-20_17:41:48] ----------------------------------------------------------------------------------------------------------
=>Info |   | [2108-09-20_17:41:48]     Server Configure Infos: 
=>Info |   | [2108-09-20_17:41:48]                                       IP = Any                             
=>Info |   | [2108-09-20_17:41:48]                                     Port = 9090                            
=>Info |   | [2108-09-20_17:41:48]                                      Lqn = 1000                            
=>Info |   | [2108-09-20_17:41:48]                         ServerThreadSize = 1                               
=>Info |   | [2108-09-20_17:41:48]                          ClientHeartTime = 10000000                        
=>Info |   | [2108-09-20_17:41:48]                           ClientSendTime = 3000000                         
=>Info |   | [2108-09-20_17:41:48]                     ClientRecvBufferSize = 10240                           
=>Info |   | [2108-09-20_17:41:48]                     ClientSendBufferSize = 10240                           
=>Info |   | [2108-09-20_17:41:48] -------------------------------------------------------------------------------- XTCPServer:Start() Begin 
=>Info |   | [2108-09-20_17:41:48] <Socket=5>:socket!
=>Info |   | [2108-09-20_17:41:48] <Socket=5>:bind!
=>Info |   | [2108-09-20_17:41:48] <Socket=5>:listen!
=>Info |   | [2108-09-20_17:41:48]  - - - - - - - - - - - - - - - - - - - AllocMemory : Addr = 0x7f38ddf0a010, ID = -1, Size = 1228800 
=>Info |   | [2108-09-20_17:41:48]     XReceiveServer<ID=0>:Start() Begin
=>Info |   | [2108-09-20_17:41:48]         XTaskServer<ID=0>:Start() Begin
=>Info |   | [2108-09-20_17:41:48]         XTaskServer<ID=0>:Start() End
=>Info |   | [2108-09-20_17:41:48]     XReceiveServer<ID=0>:Start() End
=>Info |   | [2108-09-20_17:41:48] -------------------------------------------------------------------------------- XTCPServer:Start() End 
=>Info |   | [2108-09-20_17:41:48] -------------------------------------------------------------------------------- XTCPServer:OnRun() Begin
=>Info |   | [2108-09-20_17:41:48]         XTaskServer<ID=-1>:OnRun() Begin
=>Info |   | [2108-09-20_17:41:48]     XReceiveServer<ID=0>:OnRun() Begin
=>Info |   | [2108-09-20_17:41:49] | Client =       0  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:42:23] | Client =       0  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:42:24] | Client =       0  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:42:25] | Client =       0  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:42:26] | Client =       0  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:42:27] | Client =       0  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:42:28] | Client =       0  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:42:29] | Client =       0  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:42:30] | Client =       0  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:42:31] | Client =       0  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:42:32] | Client =       0  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:42:33] | Client =       0  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:42:34] | Client =       0  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:42:35] | Client =       0  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:42:36] | Client =       0  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:42:37] | Client =       0  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:42:38] | Client =       0  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:42:39] | Client =       0  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:42:40] | Client =       0  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:42:41] | Client =       0  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:42:42] | Client =       0  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:42:42]  - - - - - - - - - - - - - - - - - - - AllocMemory : Addr = 0x7f38640008c0, ID = -1, Size = 16384000 
=>Warn | ! | [2108-09-20_17:42:42] ************** Msg ID is not match。
=>Info |   | [2108-09-20_17:42:43] | Client =       1  | Recv =       1  | Send =       0  | RecvMsg =       1  | SendMsg =       1  |
=>Info |   | [2108-09-20_17:42:44] | Client =       1  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:42:45] | Client =       1  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:42:46] | Client =       1  | Recv =       0  | Send =       1  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:42:47] | Client =       1  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:42:48] | Client =       1  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:42:49] | Client =       1  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:42:50] | Client =       1  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:42:51] | Client =       1  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:42:52] | Client =       1  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:42:53] | Client =       0  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:42:54] | Client =       0  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:42:55] | Client =       0  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:42:56] | Client =       0  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:42:57] | Client =       0  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:42:58] | Client =       0  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:42:59] | Client =       0  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Warn | ! | [2108-09-20_17:42:59] ************** Msg ID is not match。
=>Info |   | [2108-09-20_17:43:00] | Client =       1  | Recv =       1  | Send =       0  | RecvMsg =       1  | SendMsg =       1  |
=>Info |   | [2108-09-20_17:43:01] | Client =       1  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:43:02] | Client =       1  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:43:03] | Client =       1  | Recv =       0  | Send =       1  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:43:04] | Client =       1  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:43:05] | Client =       1  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:43:06] | Client =       1  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:43:07] | Client =       1  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:43:08] | Client =       1  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:43:09] | Client =       1  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:43:10] | Client =       0  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:43:11] | Client =       0  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:43:12] | Client =       0  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:43:13] | Client =       0  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:43:14] | Client =       0  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:43:15] | Client =       0  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:43:16] | Client =       0  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:43:17] | Client =       0  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:43:18] | Client =       0  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:43:19] | Client =       0  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:43:20] | Client =       0  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:43:21] | Client =       0  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:43:22] | Client =       0  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:43:23] | Client =       0  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:43:24] | Client =       0  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:43:25] | Client =       0  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:43:26] | Client =       0  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:43:27] | Client =       0  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:43:28] | Client =       0  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:43:29] | Client =       0  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:43:30] | Client =       0  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:43:31] | Client =       0  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:43:32] | Client =       0  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:43:33] | Client =       0  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:43:34] | Client =       0  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:43:35] | Client =       0  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:43:36] | Client =       0  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:43:37] | Client =       0  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:43:38] | Client =       1  | Recv =       1  | Send =       0  | RecvMsg =       1  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:43:39] | Client =       1  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:43:40] | Client =       1  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:43:41] | Client =       1  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:43:42] | Client =       1  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:43:43] | Client =       1  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:43:44] | Client =       1  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:43:45] | Client =       1  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:43:46] | Client =       1  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:43:47] | Client =       1  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:43:48] | Client =       0  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:43:49] | Client =       0  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:43:50] | Client =       0  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:43:51] | Client =       0  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:43:52] | Client =       0  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:43:53] | Client =       0  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:43:54] | Client =       0  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:43:55] | Client =       0  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:43:56] | Client =       1  | Recv =       1  | Send =       0  | RecvMsg =       1  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:43:57] | Client =       1  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:43:58] | Client =       1  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:43:59] | Client =       1  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:44:00] | Client =       1  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:44:01] | Client =       1  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:44:02] | Client =       1  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:44:03] | Client =       0  | Recv =       1  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:44:04] | Client =       0  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:44:05] | Client =       0  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:44:06] | Client =       0  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:44:07] | Client =       0  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:44:08] | Client =       0  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:44:09] | Client =       0  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:44:10] | Client =       0  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:44:11] | Client =       0  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:44:12] | Client =       0  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:44:13] | Client =       0  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:44:14] | Client =       0  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Warn | ! | [2108-09-20_17:44:15] default Msg。=>Info |   | [2108-09-20_17:44:15] | Client =       0  | Recv =       1  | Send =       0  | RecvMsg =       1  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:44:16] | Client =       0  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:44:17] | Client =       0  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:44:18] | Client =       0  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:44:19] | Client =       0  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:44:20] | Client =       0  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:44:21] | Client =       0  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:44:22] | Client =       0  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:44:23] | Client =       0  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:44:24] | Client =       0  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:44:25] | Client =       0  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:44:26] | Client =       0  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:44:27] | Client =       0  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:44:28] | Client =       0  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:44:29] | Client =       0  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:44:30] | Client =       0  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:44:31] | Client =       0  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:44:32] | Client =       0  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
=>Info |   | [2108-09-20_17:44:33] | Client =       0  | Recv =       0  | Send =       0  | RecvMsg =       0  | SendMsg =       0  |
